Temps,Temperature
7736831,23210500.0
6843248,20529750.0
1051772,3155317.2
5798977,17396938.0
4302505,12907520.0
7196546,21589648.0
7405331,22216004.0
6272776,18818336.0
9459607,28378832.0
5575703,16727117.0
3435126,10305382.0
7736957,23210878.0
3150271,9450817.0
8131462,24394396.0
3647526,10942582.0
5162809,15488433.0
6102428,18307292.0
3809176,11427533.0
8643155,25929476.0
5367892,16103683.0
6309398,18928200.0
4342518,13027559.0
4428503,13285515.0
1706557,5119673.0
8036976,24110936.0
626431,1879293.6
8394192,25182584.0
107857,323571.12
2252760,6758282.5
7816065,23448202.0
9319788,27959376.0
1433109,4299328.5
3557917,10673755.0
3887417,11662255.0
6619593,19858786.0
2759281,8277846.0
1354314,4062943.5
1353573,4060720.5
4417868,13253611.0
1356738,4070215.5
2775732,8327198.5
6901194,20703592.0
7999385,23998160.0
5459345,16378042.0
8529166,25587508.0
7838896,23516696.0
3581558,10744678.0
4650754,13952269.0
7881393,23644188.0
6863637,20590920.0
6591004,19773020.0
937214,2811643.5
623781,1871343.6
6861336,20584016.0
9108985,27326964.0
6030330,18090996.0
3956099,11868303.0
353916,1061748.4
7033326,21099984.0
8161742,24485236.0
7286781,21860352.0
1409053,4227160.5
4298500,12895505.0
3104110,9312334.0
3835141,11505427.0
8369468,25108412.0
8482107,25446332.0
5641883,16925656.0
5559626,16678885.0
2455226,7365680.0
5292915,15878751.0
6532866,19598604.0
1398286,4194859.5
184715,554145.2
7153743,21461236.0
1025739,3077218.8
6080059,18240184.0
8713376,26140136.0
8041597,24124800.0
1989622,5968867.5
932183,2796550.2
8180649,24541956.0
6628971,19886920.0
5671616,17014856.0
6393603,19180816.0
9261074,27783228.0
7548411,22645240.0
730721,2192163.8
5798861,17396590.0
1998237,5994713.0
5675808,17027432.0
7419637,22258920.0
6310961,18932890.0
9472986,28418968.0
6457214,19371648.0
5313731,15941199.0
6642914,19928748.0
6678997,20036998.0
7630583,22891758.0
3158100,9474303.0
8347233,25041708.0
2813106,8439322.0
6764053,20292166.0
7448764,22346300.0
6793371,20380120.0
4047606,12142823.0
4438645,13315941.0
983840,2951521.5
4626012,13878041.0
999874,2999623.2
5835163,17505496.0
1498944,4496833.5
4957747,14873247.0
925818,2777454.8
2086935,6260807.5
3757460,11272385.0
1850557,5551672.5
1312691,3938074.2
7060802,21182412.0
2006499,6019499.5
7596060,22788188.0
3334695,10004089.0
7200994,21602988.0
1571829,4715488.5
1537240,4611721.5
7504207,22512628.0
1329439,3988318.5
3729627,11188885.0
6709561,20128690.0
8184216,24552656.0
9655694,28967092.0
2700251,8100755.5
4508776,13526333.0
8054254,24162770.0
383026,1149078.4
469242,1407726.4
3677361,11032088.0
633112,1899336.6
6807613,20422848.0
2014600,6043801.5
3733339,11200022.0
3180479,9541441.0
643409,1930227.6
2064670,6194012.5
4735206,14205624.0
5788823,17366476.0
6828104,20484320.0
8204735,24614214.0
9013286,27039868.0
7532901,22598712.0
9215550,27646660.0
433359,1300077.4
3079288,9237867.0
1150542,3451627.5
2295497,6886493.5
8762562,26287694.0
8127958,24383884.0
10092,30275.99
3999558,11998679.0
5926412,17779242.0
1654016,4962049.5
9605780,28817348.0
1074976,3224929.5
5935665,17807002.0
2412938,7238816.5
4267957,12803877.0
6764446,20293346.0
3415620,10246864.0
7860202,23580614.0
6105888,18317672.0
6109034,18327106.0
594449,1783347.6
2414055,7242167.0
7426881,22280650.0
2877900,8633703.0
2785527,8356584.5
206287,618861.25
8766758,26300284.0
6724294,20172888.0
4282346,12847043.0
6935477,20806440.0
7218207,21654628.0
8964451,26893362.0
9117910,27353738.0
2716697,8150093.5
6950515,20851552.0
9443263,28329796.0
906747,2720242.2
4011827,12035485.0
1446814,4340443.5
3837351,11512058.0
8173919,24521766.0
4306473,12919424.0
6870294,20610890.0
2708019,8124059.5
9174067,27522212.0
8491879,25475648.0
4783075,14349233.0
1260784,3782353.8
6249903,18749714.0
6412340,19237026.0
9196319,27588964.0
2781451,8344356.0
8008403,24025216.0
3542994,10628986.0
7885244,23655740.0
9858485,29575464.0
7080306,21240926.0
1892040,5676121.5
5768743,17306236.0
9931102,29793316.0
4240985,12722960.0
6270834,18812508.0
1343495,4030486.8
8134282,24402852.0
3411894,10235686.0
5945178,17835540.0
7450403,22351216.0
8525119,25575366.0
591490,1774470.8
1204279,3612838.5
6128221,18384668.0
8326378,24979142.0
2107190,6321572.5
9859176,29577538.0
6890854,20672570.0
9021286,27063868.0
1364298,4092896.0
4256168,12768509.0
9576919,28730768.0
5600549,16801654.0
5781832,17345502.0
2482603,7447811.5
5335722,16007173.0
9255799,27767406.0
1518559,4555678.5
4766301,14298909.0
4013166,12039501.0
9875584,29626762.0
8559107,25677328.0
4867133,14601405.0
7706117,23118360.0
685898,2057694.8
8092295,24276894.0
2115364,6346094.5
6148570,18445716.0
8841852,26525564.0
8097065,24291204.0
8474587,25423768.0
5519579,16558745.0
2865520,8596563.0
3922261,11766787.0
7589776,22769336.0
6106019,18318062.0
4605486,13816464.0
7762516,23287556.0
6344602,19033812.0
6536505,19609520.0
7372464,22117400.0
8947784,26843360.0
6149551,18448660.0
7737076,23211236.0
8731679,26195044.0
4829321,14487969.0
3402788,10208367.0
9859516,29578556.0
2043793,6131381.0
2619264,7857794.5
7719365,23158104.0
8375026,25125088.0
2453049,7359149.5
4637830,13913495.0
429867,1289601.4
8527674,25583030.0
6985510,20956536.0
1979316,5937950.0
7777515,23332552.0
3457214,10371645.0
7647704,22943120.0
2952530,8857593.0
6878496,20635496.0
1110966,3332899.5
9083807,27251432.0
3302457,9907375.0
6635026,19905086.0
4000853,12002563.0
8196422,24589276.0
9930518,29791562.0
2077668,6233006.0
868696,2606089.2
4047158,12141479.0
9264200,27792608.0
5709007,17127026.0
6881937,20645820.0
7491137,22473422.0
7882717,23648160.0
9536670,28610016.0
2465705,7397117.5
5155581,15466750.0
7559354,22678072.0
8509133,25527408.0
3668981,11006949.0
15236,45707.996
9914260,29742792.0
8321512,24964546.0
5701469,17104414.0
5817059,17451182.0
6665314,19995948.0
4544773,13634324.0
1271267,3813802.8
5359571,16078719.0
2285130,6855392.5
9421682,28265056.0
9231470,27694420.0
860080,2580241.2
3556959,10670881.0
5831048,17493150.0
60337,181011.05
5568259,16704784.0
6053686,18161064.0
4835705,14507120.0
2830509,8491531.0
6896605,20689824.0
9171408,27514232.0
1034253,3102760.5
7830802,23492414.0
6454986,19364964.0
5524451,16573361.0
5590469,16771414.0
2110026,6330080.5
3025954,9077865.0
5205453,15616366.0
9293803,27881418.0
4053275,12159831.0
73280,219840.08
31457,94371.016
7144872,21434624.0
7800664,23402000.0
8344614,25033852.0
3204239,9612721.0
8238087,24714268.0
8552357,25657080.0
2064595,6193787.0
1667202,5001607.5
3315066,9945202.0
6879638,20638922.0
7300837,21902518.0
6232143,18696436.0
9344435,28033316.0
3977708,11933129.0
83183,249549.06
556570,1669710.6
8269971,24809924.0
2845541,8536627.0
3916916,11750752.0
5074562,15223693.0
5703652,17110962.0
6881950,20645858.0
4592186,13776564.0
6789249,20367756.0
2290913,6872741.5
4509086,13527264.0
641568,1924704.6
5124482,15373451.0
6354830,19064496.0
912178,2736535.2
7822778,23468342.0
766596,2299789.0
2022760,6068282.5
4282046,12846143.0
4394899,13184703.0
7010333,21031004.0
8910312,26730946.0
8610679,25832044.0
8043788,24131372.0
3057002,9171009.0
9526404,28579220.0
8510819,25532466.0
8545832,25637506.0
8999696,26999098.0
4708532,14125603.0
4701401,14104209.0
5389853,16169566.0
5517996,16553995.0
1558200,4674601.5
6532309,19596934.0
4155964,12467897.0
9363412,28090246.0
4206401,12619207.0
3134094,9402285.0
5629794,16889388.0
3411584,10234756.0
7032002,21096012.0
7772845,23318544.0
4532383,13597155.0
9727370,29182120.0
7069655,21208974.0
1916878,5750636.5
4894004,14682018.0
7563483,22690456.0
3269262,9807789.0
8064675,24194032.0
6718985,20156962.0
2889854,8669565.0
291764,875292.44
1403402,4210207.5
3848204,11544617.0
1908675,5726026.5
1930417,5791252.5
379793,1139379.4
1076772,3230317.5
2097288,6291866.0
3342213,10026643.0
5918376,17755134.0
9723715,29171154.0
9209347,27628050.0
4953062,14859193.0
8879726,26639186.0
4056020,12168065.0
2562203,7686611.5
178274,534822.2
6895611,20686840.0
582537,1747611.6
5776889,17330672.0
1105554,3316663.8
4690579,14071743.0
9069085,27207264.0
4589199,13767602.0
899472,2698417.2
3161961,9485886.0
6235366,18706104.0
8987930,26963800.0
2731460,8194382.5
1361393,4084180.2
6521277,19563838.0
7993306,23979928.0
5164497,15493497.0
3817902,11453711.0
2554167,7662503.5
893043,2679130.2
1515236,4545709.5
689176,2067528.6
8004966,24014908.0
3996938,11990819.0
4699968,14099910.0
704923,2114770.0
7817944,23453840.0
9815739,29447224.0
3457079,10371241.0
9285517,27856560.0
9046976,27140938.0
9134684,27404060.0
2844378,8533137.0
5005972,15017922.0
9066891,27200682.0
8618188,25854574.0
192278,576834.2
4969364,14908098.0
1876835,5630506.5
9175460,27526390.0
6462228,19386692.0
3675671,11027018.0
4673329,14019993.0
8834390,26503180.0
5897858,17693580.0
2799850,8399553.0
925154,2775463.2
4467563,13402695.0
8968718,26906164.0
1170647,3511942.8
9851646,29554948.0
6222656,18667974.0
6896205,20688624.0
2845242,8535729.0
6204542,18613632.0
1077473,3232420.5
8617306,25851926.0
8709458,26128384.0
1771364,5314093.5
6046925,18140780.0
7396382,22189152.0
7268877,21806638.0
8346973,25040930.0
1447260,4341781.5
5023066,15069204.0
3886693,11660084.0
535542,1606626.4
7389655,22168972.0
1651498,4954495.5
6242188,18726568.0
196785,590355.2
5756081,17268248.0
7430255,22290774.0
890848,2672545.2
8715863,26147596.0
1566306,4698920.0
4120731,12362197.0
6225521,18676570.0
4187325,12561980.0
7038225,21114682.0
5443851,16331560.0
8680324,26040982.0
5370080,16110247.0
9251637,27754920.0
5586051,16758161.0
2266300,6798902.5
4920435,14761311.0
5275661,15826990.0
7233604,21700820.0
5077305,15231921.0
3828059,11484182.0
6215704,18647120.0
3091612,9274839.0
6705744,20117238.0
8089023,24267076.0
9003299,27009908.0
9214061,27642194.0
9257714,27773150.0
1561060,4683182.0
9266018,27798064.0
8779252,26337764.0
2225143,6675431.5
5865582,17596752.0
7322067,21966208.0
3078437,9235315.0
8948782,26846354.0
683459,2050377.6
7672446,23017346.0
6571111,19713340.0
1737686,5213059.5
3294012,9882039.0
8791382,26374156.0
4295462,12886391.0
7192549,21577656.0
7723119,23169366.0
2644474,7933424.5
8512580,25537748.0
2219541,6658625.5
668011,2004033.6
2768561,8305685.5
4598571,13795719.0
2473624,7420874.5
4389885,13169661.0
6977666,20933006.0
9328172,27984528.0
7830239,23490724.0
5221457,15664378.0
5980230,17940696.0
4225800,12677405.0
4652309,13956933.0
799289,2397868.2
1320065,3960196.5
3533507,10600525.0
5569878,16709641.0
2534863,7604591.5
714756,2144268.8
1997382,5992148.5
7356378,22069142.0
7655473,22966426.0
6795324,20385980.0
7766621,23299872.0
7590184,22770560.0
3998925,11996781.0
7581079,22743244.0
304895,914685.3
4737338,14212020.0
857353,2572060.2
972315,2916946.2
2338790,7016372.5
1848426,5545280.0
5104348,15313051.0
7679830,23039498.0
8356346,25069048.0
7002517,21007560.0
7734348,23203052.0
4310881,12932648.0
4138061,12414189.0
5573746,16721246.0
4442050,13326155.0
4340147,13020446.0
6734667,20204008.0
7275663,21826996.0
2569370,7708112.5
8600512,25801544.0
815734,2447202.8
6105300,18315908.0
3320121,9960367.0
4747324,14241979.0
2844212,8532639.0
8806365,26419104.0
2413884,7241654.0
1086325,3258976.2
1429779,4289338.5
2755043,8265132.0
2874499,8623501.0
424193,1272579.4
4507029,13521093.0
3699277,11097835.0
1145107,3435322.2
234108,702324.3
5638948,16916850.0
3757751,11273257.0
5063000,15189007.0
2662485,7987457.5
8869650,26608960.0
3390549,10171651.0
8697231,26091702.0
8736749,26210256.0
4511012,13533042.0
6802825,20408484.0
9249431,27748302.0
548141,1644423.5
206579,619737.25
3313159,9939480.0
518528,1555584.4
2639029,7917089.0
569073,1707219.6
5443346,16330045.0
532499,1597497.6
8403498,25210504.0
5548872,16646623.0
2791686,8375061.0
9837116,29511356.0
4336895,13010690.0
7670619,23011864.0
1678718,5036155.5
753888,2261664.8
3838454,11515367.0
8947490,26842480.0
2292777,6878333.5
5809039,17427124.0
4874547,14623647.0
7016491,21049480.0
4652704,13958118.0
8488345,25465044.0
4581632,13744902.0
8378921,25136772.0
2631988,7895967.0
9245307,27735932.0
430768,1292304.5
7478843,22436536.0
2339844,7019534.5
32757,98271.03
821700,2465101.2
702659,2107977.8
9689651,29068960.0
5118028,15354090.0
5256023,15768075.0
3729510,11188535.0
1271,3812.9785
8525542,25576636.0
230170,690510.3
261767,785301.3
8110552,24331664.0
666906,2000718.5
9708668,29126014.0
6671133,20013404.0
5832880,17498646.0
8256770,24770320.0
2673363,8020091.5
7127366,21382104.0
6317644,18952938.0
2233704,6701114.5
8688387,26065172.0
9423192,28269584.0
9110545,27331646.0
2668485,8005457.5
8979105,26937326.0
6670339,20011024.0
4691256,14073775.0
5896485,17689462.0
7410245,22230744.0
3872718,11618158.0
441750,1325250.4
8015777,24047340.0
2585469,7756410.5
1032295,3096886.5
9686736,29060216.0
6123309,18369934.0
9047277,27141840.0
4258750,12776255.0
6849477,20548440.0
7257301,21771908.0
2503676,7511030.5
9943976,29831938.0
795177,2385532.2
1909018,5727056.5
8193563,24580696.0
5441711,16325139.0
2638893,7916681.5
8500832,25502504.0
7164258,21492780.0
5072675,15218031.0
3405286,10215862.0
182079,546237.2
3871197,11613595.0
5055726,15167183.0
6453595,19360792.0
704843,2114529.8
789679,2369038.0
9842597,29527800.0
248346,745038.3
9173142,27519436.0
2210209,6630629.5
6798697,20396098.0
3697323,11091973.0
3096995,9290989.0
2841109,8523330.0
5757885,17273660.0
9726717,29180160.0
1995579,5986739.0
5389951,16169861.0
7372739,22118224.0
6689176,20067536.0
7247563,21742696.0
2190184,6570554.5
8043568,24130712.0
1012641,3037924.2
7389012,22167044.0
5622763,16868296.0
2185758,6557275.5
5410538,16231621.0
7970852,23912564.0
304774,914322.4
411194,1233582.4
2796274,8388825.0
2206974,6620924.5
6570471,19711420.0
7562102,22686312.0
9011536,27034616.0
7025405,21076222.0
6383280,19149846.0
5389616,16168855.0
4011456,12034373.0
8034560,24103688.0
3887270,11661815.0
3443255,10329769.0
9444078,28332244.0
5323701,15971109.0
2563293,7689881.0
8068122,24204374.0
2472083,7416251.5
4911227,14733687.0
7522681,22568052.0
2635914,7907744.5
2250297,6750893.5
8077409,24232236.0
5077591,15232779.0
1492827,4478482.5
3479610,10438834.0
6690829,20072494.0
773014,2319043.0
7515373,22546124.0
3463921,10391767.0
4661248,13983750.0
1427803,4283410.5
3643622,10930871.0
6790669,20372014.0
9141483,27424458.0
9057217,27171660.0
4418936,13256814.0
9924861,29774592.0
5729572,17188722.0
8720030,26160100.0
1880008,5640026.0
9788842,29366536.0
8442962,25328896.0
4028888,12086669.0
3123181,9369546.0
3088862,9266589.0
936268,2808805.2
280406,841218.3
2422121,7266365.5
7757919,23273764.0
6063873,18191628.0
8695379,26086146.0
8447491,25342482.0
5529157,16587479.0
3108678,9326038.0
8763159,26289488.0
4535195,13605591.0
4941835,14825511.0
1578959,4736879.0
1702480,5107441.5
2015145,6045437.5
7254470,21763418.0
1626013,4878040.5
1939967,5819903.0
2061411,6184235.0
7008928,21026792.0
6980912,20942744.0
9511173,28533530.0
6413527,19240588.0
8183135,24549416.0
5522273,16566827.0
1630480,4891442.0
6772615,20317852.0
2710725,8132177.5
6984946,20954846.0
9840904,29522720.0
6822181,20466550.0
4891763,14675295.0
704541,2113624.0
8229048,24687152.0
5194326,15582983.0
5474920,16424767.0
6398076,19194236.0
518257,1554771.5
6766193,20298586.0
3283701,9851107.0
1916281,5748844.5
6699592,20098784.0
2356345,7069037.5
7077843,21233536.0
1499973,4499920.5
7189335,21568012.0
7619493,22858484.0
2922560,8767683.0
9147790,27443380.0
3391100,10173303.0
9270443,27811340.0
6179662,18538992.0
4365407,13096227.0
4075400,12226204.0
1018978,3056935.2
2363820,7091462.5
9223756,27671280.0
4491366,13474104.0
5207285,15621861.0
8127473,24382428.0
2187208,6561626.5
5061053,15183167.0
5939189,17817574.0
5537991,16613981.0
6130971,18392920.0
4755236,14265713.0
2100440,6301322.5
2486375,7459127.5
5787859,17363582.0
3762661,11287987.0
8484587,25453770.0
202555,607665.2
9878575,29635736.0
879570,2638711.2
6404293,19212888.0
3141849,9425551.0
3970548,11911649.0
3299952,9899860.0
3947728,11843189.0
3657154,10971467.0
4215266,12645803.0
2137771,6413315.0
5545155,16635472.0
6782313,20346946.0
633250,1899750.8
962729,2888188.5
2891033,8673102.0
1988052,5964157.5
1511492,4534477.5
5070271,15210819.0
8897898,26693704.0
1317830,3953491.8
605040,1815120.6
5488024,16464079.0
1182141,3546424.2
5824192,17472580.0
1612854,4838564.0
9058766,27176308.0
2070451,6211355.5
6255256,18765774.0
573097,1719291.6
2526901,7580705.5
3883355,11650069.0
5608056,16824176.0
2754991,8264975.5
8146536,24439616.0
3821891,11465677.0
7003536,21010616.0
4144429,12433292.0
3524014,10572046.0
1296363,3889090.8
1146608,3439825.5
3309465,9928399.0
9647288,28941872.0
5846570,17539716.0
7385163,22155498.0
3606834,10820507.0
5978786,17936364.0
8267953,24803868.0
5606454,16819368.0
9602480,28807448.0
4271263,12813794.0
2858,8573.98
2479405,7438217.0
9366902,28100714.0
6677685,20033064.0
1471412,4414237.5
8852812,26558444.0
305820,917460.3
6933232,20799704.0
7681420,23044268.0
7038993,21116986.0
5210962,15632893.0
4086690,12260074.0
9439820,28319470.0
1094828,3284485.2
7923048,23769152.0
5127427,15382288.0
3318127,9954385.0
7430514,22291550.0
7324641,21973932.0
796837,2390512.0
6661024,19983080.0
2822948,8468847.0
8541743,25625236.0
7621413,22864246.0
8066014,24198050.0
3284731,9854197.0
4599340,13798026.0
6136325,18408982.0
2354894,7064684.5
4664797,13994397.0
7210362,21631092.0
4233205,12699621.0
5344693,16034087.0
9655399,28966208.0
3516292,10548880.0
7690916,23072756.0
5296843,15890534.0
8171993,24515986.0
5320146,15960445.0
3242979,9728941.0
8594659,25783986.0
5823487,17470468.0
1950355,5851066.5
6025077,18075236.0
521214,1563642.6
4589052,13767161.0
9091962,27275894.0
3826441,11479327.0
2831652,8494959.0
7417796,22253396.0
9865798,29597408.0
1776083,5328250.5
6744890,20234676.0
495650,1486950.4
4702339,14107024.0
9945681,29837052.0
9794146,29382446.0
8539627,25618892.0
5040858,15122581.0
4494381,13483149.0
5914644,17743938.0
1908396,5725190.0
2573324,7719974.5
8332467,24997410.0
4167563,12502695.0
8031826,24095484.0
2588860,7766582.0
6869037,20607118.0
8876196,26628598.0
8749073,26247228.0
3025567,9076704.0
9716533,29149608.0
44203,132609.05
4981286,14943864.0
8321898,24965704.0
9899605,29698826.0
6027731,18083200.0
616155,1848465.5
2779611,8338835.5
1043323,3129970.2
7122786,21368364.0
7725462,23176396.0
2076315,6228947.5
3050380,9151143.0
3777667,11333005.0
9653232,28959704.0
6692789,20078374.0
7411816,22235456.0
543128,1629384.5
3459160,10377485.0
724182,2172546.8
8832075,26496236.0
1661499,4984498.5
7900930,23702800.0
1052037,3156112.2
6423623,19270876.0
9665343,28996038.0
2820691,8462077.0
4609700,13829106.0
4657717,13973157.0
8774372,26323126.0
4463754,13391267.0
5996797,17990398.0
3555172,10665521.0
1075898,3227695.2
4239095,12717291.0
2451067,7353203.5
5643764,16931298.0
7727428,23182292.0
904294,2712883.2
510269,1530807.6
2780223,8340671.5
4687353,14062065.0
9308939,27926828.0
6456059,19368184.0
7604365,22813104.0
5306292,15918883.0
4524938,13574821.0
5403691,16211081.0
7283435,21850312.0
8752304,26256920.0
1921883,5765651.5
7088808,21266432.0
9615535,28846614.0
6561346,19684044.0
4123396,12370193.0
6313551,18940658.0
7033737,21101218.0
5153050,15459157.0
6662170,19986516.0
6385027,19155088.0
2223291,6669875.5
8237460,24712390.0
6545155,19635472.0
1435854,4307563.5
6528789,19586372.0
1125516,3376549.8
5045811,15137439.0
3900097,11700295.0
7755230,23265698.0
5923739,17771224.0
9590130,28770400.0
1691463,5074390.5
9187385,27562164.0
8294147,24882452.0
5155629,15466893.0
6512963,19538896.0
6564710,19694138.0
7125129,21375392.0
2383848,7151546.0
6370202,19110612.0
4922428,14767291.0
3142458,9427377.0
